Product_Name,Price_AUD,Link,Computer type,Laptop series,Display size (inches),Screen size range,Resolution (Pixels),Screen Resolution,Refresh Rate (Hz),Processor Type,Processor Model Number,Processor Cores,Processor Memory Cache,Processor Max. Clock Speed (GHz),Copilot+ PC,AI features,RAM (GB),RAM type,SSD storage,SSD form factor,Total Storage,Graphics processor,HDMI ports,USB 3.2 Ports,USB-C Ports,USB (Type-C) Port,Headphone port (3.5mm),Webcam,Bluetooth,Backlit keyboard,Wi-Fi,Battery life,Battery WHr,Battery cell count,Operating system,Colour,Product Height (mm),Product Width (mm),Product Depth (mm),Product Weight (kg),Lightweight,Manufacturer's warranty,Display type,Touchscreen,Processor Clock Speed (GHz),USB Ports,Thunderbolt 4.0 ports,Charge port,Card reader,RAM speeds,Manufacturer's Warranty,USB 2.0 Ports,Expandable memory slot(s),Graphics memory,Gaming PC,Graphics card series,Ethernet / LAN ports,eMMC storage,Microsoft Surface type,Neural Processing Unit (NPU),TOPS (AI metric),Travel laptop,Surface Connect ports,Thunderbolt 5.0 ports,Battery capacity (mAh),PC Gaming Device,Memory type,Performance Laptop,Tablet Type,Aspect ratio,RAM module configuration,Flash storage,Expandable storage type,USB 3.1 Ports,Intel Evo device,Response Time (ms),Warranty notes,Thunderbolt 1.0 ports,Contains button battery,Product condition,Network compatibility,USB 3.0 Ports,Mini HDMI ports,Thunderbolt 3.0 ports,Internal memory,Power supply type,Virtual Assistant Built-in,Pack quantity
"Lenovo LOQ 171RX10 17.3"" Gaming Laptop (Intel Core i7) [GeForce RTX 5070]",2999,https://www.jbhifi.com.au/products/lenovo-loq-171rx10-17-3-gaming-laptop-intel-core-i7-geforce-rtx-5070,Laptop,,17.3,"17"" to 19.9""",1920 x 1080,Full HD,165,Intel Core i7,i7-14700HX,20 Core,33,5.5,,,24,,1TB,,,,1,4,1,,Yes,Yes,,,Wi-Fi 6 (802.11 ax),MobileMark® 30@250nits: 2.43 hr Local video (1080p) playback@150nits: 5.21 hr,60,,Windows 11 Home,Grey,398.4,276.2,25.25,2.9,,1 Year,IPS LCD,,,,,,,,,,,,Yes,NVIDIA GeForce RTX 5070,1,,,,798,,,,,Gaming laptop,,,,,,,,,,,,,,,,,,,,,,
"Asus VivoBook 15.6"" Full HD Thin & Light Laptop (1TB)[Intel Core i5]",799,https://www.jbhifi.com.au/products/asus-vivobook-15-6-full-hd-thin-light-laptop-1tbintel-core-i5,Laptop,,15.6,"15"" to 16.9""",1920 x 1080,,,Intel Core i5,Intel® Core™ i5-1334U,10 Core,,4.6,,,16,,1TB,M.2,1TB,,1,2,1,3.2,,HD,v5.3,,Wi-Fi 6E (802.11 ax),1,42,3,Windows 11 Home,Silver,232.5,359.7,17.9,1.7,,1 Year,IPS,,1.3,4,,,,,,1,1,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS ROG Flow Z13 13” 2.5K 180Hz Touchscreen Nebula AI Gaming Laptop (AMD Strix Halo AI MAX+ 395),3149,https://www.jbhifi.com.au/products/asus-rog-flow-z13-13-2-5k-180hz-touchscreen-nebula-ai-gaming-laptop-amd-strix-halo-ai-max-395,2 in 1,,13.4,"13"" to 13.9""",2560x1600,,180,,AMD Ryzen™ AI Max+ 395,16 Core,80MB,5.1,Yes,,32,LPDDR5,1TB,M.2,1TB,AMD STRIX HALO-16C/BGA,1,1,1,4.0,,Yes,v5.4,Yes,Wi-Fi 7 (802.11 be),,70,4,Windows 11 Home,Black,149,300,204,1.2,,1 Year,IPS,Yes,3,3,,,Micro SD,,,,No,,Yes,,,,,,up to 50,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alienware 16 Aurora 16"" WQXGA 120Hz Gaming Laptop (Intel Core 7)[GeForce RTX 5060]",2449,https://www.jbhifi.com.au/products/alienware-16-aurora-16-wqxga-120hz-gaming-laptop-intel-core-7geforce-rtx-5060,Laptop,,16,"15"" to 16.9""",2560 x 1600,WQXGA,120,Intel Core 7,Intel Core 7 processor 240H,10 Core,24,5.2,,,32,DDR5 SDRAM,1TB,,1TB,,1,2,2,3.2,,HD,v5.4,Yes,Wi-Fi 7 (802.11 be),,96,6,Windows 11 Home,,22.7,356.98,265.43,2.57,,1 Year,IPS,,2.5,,,,,5600,,,,8GB,Yes,NVIDIA GeForce RTX 5060,1,,,,,,,,,Gaming Laptop,,,,,32GB RAM (2x16GB),,,,,,Alienware Care - Hardware & software support for gamers 24/7 with on location repairs after remote diagnosis. Includes international support,,,,,,,,,,,
"ASUS ROG Strix G16 16"" WQXGA 240Hz Gaming Laptop (Intel Core Ultra 9) [GeForce RTX 5070]",3429,https://www.jbhifi.com.au/products/asus-rog-strix-g16-16-wqxga-240hz-gaming-laptop-intel-core-ultra-9-geforce-rtx-5070,Laptop,,16,"15"" to 16.9""",2560 x 1600,,240,Intel Core Ultra 9,Intel® Core™ Ultra 9 275HX,24 Core,,5.4,,,32,,2TB,M.2,2TB,,1,4,,,,FHD,v5.4,Yes,Wi-Fi 7 (802.11 be),,90,4,Windows 11 Home,Grey,22.8,354,268,2.65,,1 Year,IPS,,2.7,4,1,,,,,,2,8GB GDDR7,Yes,NVIDIA GeForce RTX 5070,1,,,,,,,,,Gaming laptop,,,,,,,,,,,,,,,,,,,,,,
"ASUS CX14 14"" Chromebook Laptop (Intel N4500)[128GB]",259,https://www.jbhifi.com.au/products/asus-cx14-14-chromebook-laptop-intel-n4500128gb,Chromebook,,14,"14"" to 14.9""",1920 x 1080,Full HD,,Intel Core Celeron,N4500,Dual Core,,2.8,,,8,,,,128GB,,1,1,1,3.2,,HD,v5.4,No,Wi-Fi 6 (802.11 ax),,45,3,Google Chrome,Grey,21.4,324.5,17,1.4,,1 Year,,,1.1,1,,,,,,,No,,No,,,128GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dell 14 Plus 14"" FHD+ 2-in-1 Laptop (Intel Core Ultra 7)[1TB]",1679,https://www.jbhifi.com.au/products/dell-14-plus-14-fhd-2-in-1-laptop-intel-core-ultra-71tb,2 in 1,,14,"14"" to 14.9""",1920 x 1200,FHD+,60,Intel Core Ultra 7,256V,8 Core,12MB,4.8,Yes,,16,LPDDR5,1TB,,1TB,,1,1,1,3.2,,Yes,v5.4,,Wi-Fi 7 (802.11 be),Up to 19 hours,64,4,Windows 11 Home,Blue,14.95,314,226.15,,,1 Year,LED,Yes,2.2,,,,,,,,,Shared,,,,,,,,,,,,,,,,,16GB RAM (2x8GB),,,,,,,,,,,,,,,,,
"MSI Venture 14 AI 14"" 2.8K OLED 120Hz Laptop (Core Ultra 7) [1TB]",1399,https://www.jbhifi.com.au/products/msi-venture-14-ai-14-2-8k-oled-120hz-laptop-core-ultra-7-1tb,Laptop,,14,"14"" to 14.9""",2880 x 1800,,120,Intel Core Ultra 7,Ultra 7 155H,16 Core,24MB,4.8,,,32,DDR5,1TB,,1TB,Intel Arc Graphics,1,2,1,,,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),,55.2,4,Windows 11 Home,,21.6,315.6,235.5,1.7,,1 Year,OLED,,2.5,3,,,,,,,,,,,1,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
"MSI Venture A14 AI+ 14"" 2.8K OLED 120Hz Next-Level Laptop (Ryzen AI 5) [512GB]",1099,https://www.jbhifi.com.au/products/msi-venture-a14-ai-14-2-8k-oled-120hz-next-level-laptop-ryzen-ai-5-512gb,Laptop,,14,"14"" to 14.9""",2880 x 1800,,120,AMD Ryzen AI 5,Ryzen AI 5 340,6 Core,16MB,4.8,,,16,DDR5,512GB,,512GB,AMD Radeon Graphics,1,2,1,,,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),,75,4,Windows 11 Home,,21.6,315.6,235.5,1.7,,1 Year,IPS-Level,,2,3,,,,,,,,,,,1,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad 5i 14"" WUXGA 2-in-1 Laptop (Intel Core i7)[512GB]",1299,https://www.jbhifi.com.au/products/lenovo-ideapad-5i-14-wuxga-2-in-1-laptop-intel-core-i7512gb,2 in 1,,14,"14"" to 14.9""",1920 x 1200,WUXGA,60,Intel Core i7,13620H,10 Core,24MB,4.9,,,16,,512GB,,512GB,,1,2,2,,Yes,FHD 1080p with Privacy Shutter,v5.2,Yes,Wi-Fi 6 (802.11 ax),,57,,Windows 11 Home,Grey,227,313,17.5,1.5,,1 Year,OLED,Yes,2.4,,,,Micro SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad 5i 14"" WUXGA 2-in-1 Laptop (Intel Core i5)[512GB]",899,https://www.jbhifi.com.au/products/lenovo-ideapad-5i-14-wuxga-2-in-1-laptop-intel-core-i5512gb,2 in 1,,14,"14"" to 14.9""",1920 x 1200,,60,Intel Core i5,13420H,8 Core,12MB,4.6,,,8,,512GB,,512GB,,1,2,2,,Yes,FHD 1080p with Privacy Shutter,v5.2,Yes,Wi-Fi 6 (802.11 ax),,57,,Windows 11 Home,Grey,227,313,17.5,1.6,,1 Year,IPS,Yes,2.1,,,,Micro SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP OmniBook Ultra Flip 14"" OLED Laptop (Intel® Core™ Ultra 7 / 32GB)",2499,https://www.jbhifi.com.au/products/hp-omnibook-ultra-flip-14-oled-laptop-intel-core-ultra-7-32gb,Laptop,,14,"14"" to 14.9""",2880x1800,2.8K,,Intel® Core™ Ultra 7,Intel® Core™ Ultra 7-258V,8 Core,12MB L3,4.8,Yes,,32,LPDDR5,1TB,M.2,1TB,Intel® Arc™ Graphics,,,1,,Yes,Yes,v5.4,Yes,Yes,Up to 21 hours,,6,Windows 11 Home,Grey,,,,,,1 Year,OLED,Yes,2.2,,2,,,8533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP 14a-nf0007TU 14"" HD Chromebook Laptop (Intel N100)[64GB]",349,https://www.jbhifi.com.au/products/hp-14a-nf0007tu-14-hd-chromebook-laptop-intel-n10064gb,Chromebook,,14,"14"" to 14.9""",1366 x 768,,,Intel N,Intel® Processor N100,Quad Core,6 MB L3,3.4,,,4,LPDDR5,,,64GB,Intel® UHD Graphics,,,1,,Yes,HD,v5.3,No,Wi-Fi 6E (802.11 ax),,47,2,Google Chrome,Grey,215.5,18.2,325.7,1.45,,1 Year,SVA,,1,1,,,,4800,,,,,,,,64GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Microsoft Surface Laptop (7th Edition) Copilot+ PC 13.8"" Snapdragon X Elite 12 core/16GB/1TB (Black)",1899,https://www.jbhifi.com.au/products/microsoft-surface-laptop-7th-edition-copilot-pc-13-8-snapdragon-x-elite-12-core-16gb-1tb-black,Laptop,,13.8,"13"" to 13.9""",2304 x 1536,,,Qualcomm Snapdragon,Snapdragon® X Elite,12 Core,,,Yes,"Microsoft Copilot, Copilot keyboard key",16,,1TB,,1TB,Qualcomm® Adreno™ GPU,,,2,,Yes,FHD,v5.3,,Wi-Fi 7 (802.11 be),,,,Windows 11 Home,Graphite,301,220,17.5,1.22,,1 Year,,,3.4,1,,,,,,,,,,,,,Surface Laptop 7th Edition,Hexagon,Up to 45,,1,,4755,,,,,,,,,,,,,,,,,,,,,,,
"Microsoft Surface Pro (11th Edition) Copilot+ PC 13"" Snapdragon X Elite 12 core/16GB/1TB OLED (Black)",2049,https://www.jbhifi.com.au/products/microsoft-surface-pro-11th-edition-copilot-pc-13-snapdragon-x-elite-12-core-16gb-1tb-oled-black,Tablet,,13,"13"" to 13.9""",2880 x 1920,,,Qualcomm Snapdragon,Snapdragon® X Elite,12 Core,42,3.4,Yes,"Microsoft Copilot, Copilot keyboard key",16,,1TB,,1TB,Integrated,,,2,,,1440p@30 fps (QHD) video,v5.4,,Wi-Fi 7 (802.11 be),Up to 14Hrs,,4,Windows 11 Home,Black,9.3,287,206,0.895,Yes,1 Year,Touchscreen: 13” PixelSense™ Flow Display OLED,Yes,3.4,,2,,,,,,,,,,,,Surface Pro 11th Edition,Hexagon,Up to 45,Yes,1,,7029,,,Yes,Surface Pro (11th Edition),3:2,,,,,,,,,,,,,,,,,,
"Microsoft Surface Pro (11th Edition) Copilot+ PC 13"" Snapdragon X Plus 10 core/16GB/512GB (Dune)",1499,https://www.jbhifi.com.au/products/microsoft-surface-pro-11th-edition-copilot-pc-13-snapdragon-x-plus-10-core-16gb-512gb-dune,Tablet,,13,"13"" to 13.9""",2880 x 1920,,,Qualcomm Snapdragon,Snapdragon® X Plus,10 Core,42,3.4,Yes,"Microsoft Copilot, Copilot keyboard key",16,,512GB,,512GB,Integrated,,,2,,,1440p@30 fps (QHD) video,v5.4,,Wi-Fi 7 (802.11 be),Up to 14Hrs,,4,Windows 11 Home,Dune,9.3,287,206,0.895,Yes,1 Year,Touchscreen: 13” PixelSense™ Flow Display,Yes,3.4,,2,,,,,,,,,,,,Surface Pro 11th Edition,Hexagon,Up to 45,Yes,1,,6290,,,Yes,Surface Pro (11th Edition),3:2,,,,,,,,,,,,,,,,,,
"MSI Modern 15 H AI 15.6"" FHD Lifestyle Laptop (Intel Core Ultra 7) [512GB SSD]",1099,https://www.jbhifi.com.au/products/msi-modern-15-h-ai-15-6-fhd-lifestyle-laptop-intel-core-ultra-7-512gb-ssd,Laptop,,15.6,"15"" to 16.9""",1920 x 1080,Full HD,60,Intel Core Ultra 7,Core Ultra 7 155H,16 Core,24MB,4.8,,,16,DDR5 SDRAM,512GB,,512GB,Intel Arc,1,4,1,,Yes,Yes,v5.3,,Wi-Fi 6E (802.11 ax),,39.3,,Windows 11 Home,Black,19.9,359,241,1.9,,1 Year,IPS,,3.8,,,,Micro SD,,,,,,,,,,,,,,,,3448,,,,,,16GB RAM (2x8GB),,,,,,,,,,,,,,,,,
"HP 15a-nb0009TU 15.6"" Full HD Chromebook Laptop with Gemini (128GB)[Intel i3]",499,https://www.jbhifi.com.au/products/hp-15a-nb0009tu-15-6-full-hd-chromebook-laptop-with-gemini-128gbintel-i3,Chromebook,,15.6,"15"" to 16.9""",1920 x 1080,Full HD,,Intel N,Intel® Core™ i3-N305,8 Core,6 MB L3,3.8,,,8,LPDDR5,,,128GB,Intel® UHD Graphics,,,2,,Yes,FHD,v5.3,No,Wi-Fi 6 (802.11 ax),,58,3,Google Chrome,Silver,241.5,19.8,362.6,1.73,,1 Year,IPS,,0.1,,,,Micro SD,4800,,,,,,,,,,,,,,,,,,,,,8GB RAM (1x8GB),128GB,,,,,,,,,,,,,,,,
"MSI Vector 16 HX AI 16"" QHD+ 240Hz Gaming Laptop (Intel Core Ultra 9) [GeForce RTX 5070]",2799,https://www.jbhifi.com.au/products/msi-vector-16-hx-ai-16-qhd-240hz-gaming-laptop-intel-core-ultra-9-geforce-rtx-5070,Laptop,,16,"15"" to 16.9""",2560 x 1600,QHD+,240,Intel Core Ultra 9,Ultra 9 275HX,24 Core,40,5.4,,,32,DDR5,1TB,,1TB,,1,2,,,,Yes,v5.3,Yes,Wi-Fi 7 (802.11 be),,90,4,Windows 11 Home,Grey,22.2,357,284,2.7,,1 Year,IPS-Level,,2.7,2,,,Yes,,,,,8GB,Yes,NVIDIA GeForce RTX 5070,1,,,,,,,2,5845,,,Yes,,,,,,,,,,,,,,,,,,,,
"Apple MacBook Air 15-inch with M4 Chip, 512GB/24GB (Sky Blue)",2399,https://www.jbhifi.com.au/products/apple-macbook-air-15-inch-with-m4-chip-512gb-24gb-sky-blue,MacBook Air,,15.3,"15"" to 16.9""",2880 x 1864,,,Apple M4,,10 Core,,,,,24,,512GB,,512GB,10-core GPU,,,,,Yes,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),Up to 18 hours,,,MacOS Sequoia,Sky Blue,,,,,,1 Year,Liquid Retina LED-backlit display with IPS technology,,,,2,MagSafe 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Microsoft Surface Pro (11th Edition) Copilot+ PC 13"" Snapdragon X Elite 12 core/32GB/1TB (Platinum)",2479,https://www.jbhifi.com.au/products/microsoft-surface-pro-11th-edition-copilot-pc-13-snapdragon-x-elite-12-core-32gb-1tb-platinum,Tablet,,13,"13"" to 13.9""",2880 x 1920,,,Qualcomm Snapdragon,Snapdragon® X Elite,12 Core,,,Yes,,32,,1TB,,1TB,integrated,,,2,,,,,,Yes,,,4,Windows 11 Home,Platinum,307,228,50,1.757,,2 Years,13” PixelSense™ Flow Display,Yes,,,,,,,,,,,,,,,Surface Pro 11th Edition,,,Yes,1,,7029,,,Yes,Surface Pro (11th Edition),3:2,,,,,,,,2,,,,,,,,,,
"Lenovo LOQ 15.6"" FHD 144Hz Gaming Laptop (Intel Core i7)[GeForce RTX 4060]",2499,https://www.jbhifi.com.au/products/lenovo-loq-15-6-fhd-144hz-gaming-laptop-intel-core-i7geforce-rtx-4060-1,Laptop,,15.6,"15"" to 16.9""",1920 x 1080,,144,Intel Core i7,13650HX,14 Core,24MB,4.9,,,32,SO-DIMM DDR5-4800,1TB,,1TB,,1,3,1,,Yes,HD,v5.2,Yes,Wi-Fi 6 (802.11 ax),,60,,Windows 11 Home,Grey,359.86,23.9,258.7,2.38,,1 Year,IPS,,2.6,,,,,,,,,8GB,Yes,NVIDIA GeForce RTX 4060,1,,,,,,,,,Gaming Laptop,,,,,,,,,,,,,No,,,,,,,,,
"Apple MacBook Pro 14-inch with M4 Chip, 1TB/24GB (Silver)[2024]",2887,https://www.jbhifi.com.au/products/apple-macbook-pro-14-inch-with-m4-chip-1tb-24gb-silver2024,MacBook Pro,,14,"14"" to 14.9""",3124 x 1964,Liquid Retina XDR display,,Apple M4,,10 Core,,,,,24,,1TB,,1TB,10 core GPU,1,,,,Yes,Yes,v5.3,,Wi-Fi 6E (802.11 ax),Up to 24 Hours video streaming,,,MacOS Sequioa,Silver,,,,,,1 Year,,,,,3,MagSafe 3,SDXC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asus Zenbook S 14 14"" 3K OLED Laptop (Intel Core Ultra 7)[1TB]",2549,https://www.jbhifi.com.au/products/asus-zenbook-s-14-14-3k-oled-laptop-intel-core-ultra-71tb,Laptop,,14,"14"" to 14.9""",2880 x 1800,,120,Intel Core Ultra 7,Intel Core Ultra 7 258V,8 Core,12,4.8,Yes,,32,DDR5 SDRAM,1TB,M.2,1TB,,1,1,,,Yes,FHD,v5.4,Yes,Wi-Fi 7 (802.11 be),27 hours,72,4,Windows 11 Home,Grey,214.7,310.3,12.9,1.2,,1 Year,OLED,Yes,3.7,,2,,,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MSI Thin A15 15"" FHD 144Hz Gaming Laptop (Ryzen 5) [GeForce RTX 3050]",1149,https://www.jbhifi.com.au/products/msi-thin-a15-15-fhd-144hz-gaming-laptop-ryzen-5-geforce-rtx-3050,Laptop,,15.6,"15"" to 16.9""",1920x1080,,,AMD Ryzen 5,Ryzen 5 7535HS,6 Core,16MB,4.55,,,8,DDR5-4800,512GB,,512GB,NVIDIA GeForce RTX 3050,1,3,1,,,HD type (30fps@720p),v5.3,Yes,Wi-Fi 6E (802.11 ax),,52.4,3,Windows 11 Home,Grey,21.7,359,254,1.86,,1 Year,IPS-Level,,3.3,3,,,,,,,,4GB,Yes,,1,,,,,,,,4600,,,,,,,,,,,,,,,,,,,,,,,
"MSI Summit 13 AI+ Evo 13.3"" FHD+ 2-in-1 Laptop (Intel Core Ultra 9) [2TB]",2199,https://www.jbhifi.com.au/products/msi-summit-13-ai-evo-13-3-fhd-2-in-1-laptop-intel-core-ultra-9-2tb,2 in 1,,13.3,"13"" to 13.9""",1920 x 1200,FHD+,60,Intel Core Ultra 9,288V,8 Core,12MB,5.1,Yes,,32,,2TB,,2TB,Intel Arc graphics,1,1,2,,Yes,Yes,v5.4,Yes,Wi-Fi 7 (802.11 be),18Hrs,70,4,Windows 11 Home,Black,,,,1.35,Yes,1 Year,IPS,Yes,3.3,,2,,,,,,,,,,,,,,,,,,4550,,,Yes,,,,,,,Yes,,,,,,,,,,,,,
"Dell Inspiron 15 3530 15.6"" FHD 120Hz Laptop (Intel Core i7)[512GB]",979,https://www.jbhifi.com.au/products/dell-inspiron-15-3530-15-6-fhd-120hz-laptop-intel-core-i7512gb,Laptop,,15.6,"15"" to 16.9""",1920 x 1080,Full HD,120,Intel Core i7,1355U,10 Core,12,5,,,16,DDR4,512GB,M.2,512GB,Intel Iris Xe,1,1,1,3.2,,Yes,v5.3,No,Wi-Fi 6 (802.11 ax),,54,4,Windows 11 Home,Silver,18.99,358.5,235.56,1.66,,1 Year,LED,,1.7,,,,One SD-card slot,,,1,,Shared,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo Yoga Slim 7i 14"" WUXGA OLED Laptop (Ryzen AI 7)[1TB]",1499,https://www.jbhifi.com.au/products/lenovo-yoga-slim-7i-14-wuxga-oled-laptop-ryzen-ai-71tb,Laptop,,14,"14"" to 14.9""",1920 x 1200,WUXGA,60,AMD Ryzen AI 7,350,8 Core,16MB,5,,,32,DDR5 SDRAM,1TB,,1TB,Integrated AMD Radeon 860M Graphics,1,1,2,,,Yes,v5.4,,Wi-Fi 7 (802.11 be),,70,,Windows 11 Home,Blue,312,219.2,13.9,1.19,,1 Year,OLED,,,,,,,6400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apple MacBook Air 15-inch with M4 Chip, 256GB/16GB (Silver)",1799,https://www.jbhifi.com.au/products/apple-macbook-air-15-inch-with-m4-chip-256gb-16gb-silver,MacBook Air,,15.3,"15"" to 16.9""",2880 x 1864,,,Apple M4,,10 Core,,,,,16,,256GB,,256GB,10-core GPU,,,,,Yes,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),Up to 18 hours,,,MacOS Sequoia,Silver,,,,,,1 Year,Liquid Retina LED-backlit display with IPS technology,,,,2,MagSafe 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS ROG Zephyrus G16 16"" 2.5K 240Hz OLED Nebula Gaming Laptop (Intel Core Ultra 9)[GeForce RTX 5080]",4619,https://www.jbhifi.com.au/products/asus-rog-zephyrus-g16-16-2-5k-240hz-oled-nebula-gaming-laptop-intel-core-ultra-9geforce-rtx-5080,Laptop,,16,"15"" to 16.9""",2560x1600,,240,Intel Core Ultra 9,Intel® Core™ Ultra 9 Processor 285H,16 Core,,5.4,,,32,DDR5 SDRAM,2TB,M.2,,NVIDIA GeForce RTX 5080,1,3,,,,FHD,v5.4,Yes,Wi-Fi 7 (802.11 be),,90,4,Windows 11 Home,Grey,174,354,246,1.95,,1 Year,OLED,,2.9,3,1,,SD,,,,No,16GB GDDR7,Yes,NVIDIA GeForce RTX 5080,,,,,,,,,,Gaming Laptop,,,,,,,NVMe,,,,,,,,,,,,,,,
"ASUS ProArt P16 16"" 4K OLED Laptop (AMD Ryzen AI) [GeForce RTX 4070]",3749,https://www.jbhifi.com.au/products/asus-proart-p16-16-4k-oled-laptop-amd-ryzen-ai-geforce-rtx-4070,Laptop,,16,"15"" to 16.9""",3840 x 2400,4K Ultra HD,60,AMD Ryzen 9,AMD Ryzen™ AI 9 HX 370,12 Core,36,5.1,Yes,,32,,2TB,M.2,2TB,,1,2,2,,,FHD,v5.4,Yes,Wi-Fi 7 (802.11 be),,90,4,Windows 11 Home,Black,246.9,354.9,17.3,1.85,,1 Year,OLED,Yes,2,4,,,SD Express 7.0 card reader,,,,No,,No,NVIDIA GeForce RTX 4070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apple MacBook Pro 14-inch with M4 Max Chip, 1TB/36GB (Space Black)[2024]",4767,https://www.jbhifi.com.au/products/apple-macbook-pro-14-inch-with-m4-max-chip-1tb-36gb-space-black2024,MacBook Pro,,14,"14"" to 14.9""",3124 x 1964,Liquid Retina XDR display,,Apple M4 Max,,14 Core,,,,,36,,1TB,,1TB,32 core GPU,1,,,,Yes,Yes,v5.3,,Wi-Fi 6E (802.11 ax),Up to 18 hours video streaming,,,MacOS Sequioa,Space Black,,,,,,1 Year,,,,,,MagSafe 3,SDXC,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
"MSI Cyborg 15 15.6"" FHD 144Hz Gaming Laptop (Intel Core 7) [GeForce RTX 5050]",1549,https://www.jbhifi.com.au/products/msi-cyborg-15-15-6-fhd-144hz-gaming-laptop-intel-core-7-geforce-rtx-5050,Laptop,,15.6,"15"" to 16.9""",1920 x 1080,,144,Intel Core 7,240H,10 Core,24MB,5.2,,,16,DDR5,512GB,,,,1,2,1,,,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),,55.2,4,Windows 11 Home,Black,,,,,,1 Year,IPS-Level,,2.5,3,,,,,,,,8GB,Yes,NVIDIA GeForce RTX 5050,1,,,,,,,,3570,Gaming Laptop,,Yes,,,,,,,,,,,,,,,,,,,,
"Dell Inspiron 14 7440 14"" WQXGA 2-in-1 Laptop (Intel Core i5)[512GB/16GB]",1599,https://www.jbhifi.com.au/products/dell-inspiron-14-7440-14-wqxga-2-in-1-laptop-intel-core-i5512gb-16gb,2 in 1,,14,"14"" to 14.9""",1920 x 1200,WQXGA,60,Intel Core i5,1334U,10 Core,12MB,4.6,,,16,DDR5 SDRAM,512GB,M.2,512GB,Intel Iris Xe,1,2,2,3.2,Yes,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),,54,4,Windows 11 Home,Blue,18.9,314,226.15,1.74,,1 Year,LED,Yes,1.3,,,,SD card reader,5200,,,,,,,,,,,,,,,,,,,,,16GB RAM (2x8GB),,,,,,,,,,,,,,,,,
"Lenovo Legion 5i 15.1"" WQXGA 165Hz OLED Gaming Laptop (Intel Core i9)[GeForce RTX 5070]",2688,https://www.jbhifi.com.au/products/lenovo-legion-5i-15-1-wqxga-165hz-oled-gaming-laptop-intel-core-i9geforce-rtx-5070,Laptop,,15.1,"15"" to 16.9""",2560 x 1600,WQXGA,165,Intel Core i9,Intel® Core™ i9-14900HX,24 Core,36MB,5.8,,,32,,1TB,,1TB,,1,3,2,,,Yes,v5.4,Yes,Wi-Fi 7 (802.11 be),,80,,Windows 11 Home,Black,344.9,255.35,21.54,1.9,,1 Year,OLED,,,,,,,,,,,8GB,Yes,NVIDIA GeForce RTX 5070,1,,,,,,,,,Gaming laptop,,,,,,,,,,,,,,,,,,,,,,
"Lenovo Legion 9i 18"" WQUXGA 240Hz Gaming Laptop (Intel Core Ultra 9)[GeForce RTX 5090]",7999,https://www.jbhifi.com.au/products/lenovo-legion-9i-18-wquxga-240hz-gaming-laptop-intel-core-ultra-9geforce-rtx-5090,Laptop,,18,"17"" to 19.9""",3840 x 2160,WQUXGA,240,Intel Core Ultra 9,275HX,24 Core,36MB,5.4,,,64,DDR5 SDRAM,2TB,,2TB,RTX 5090,1,3,3,3.2,,Yes,v5.4,Yes,Wi-Fi 7 (802.11 be),Up to 4hrs,99.9,,Windows 11 Home,Black,403,296.9,27.95,3.75,,1 Year,IPS,,,,,,SD,5200,,,,24GB,Yes,NVIDIA GeForce RTX 5090,1,,,,,,,2,,Gaming laptop,GDDR7,,,,64GB RAM (2x32GB),,,,,3,,,,,,,,,,,,
